"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"DOCK8",-2.76582360035125,3.968371146336,-19.098237718468,2.92328543947768e-54,3.39495488237125e-53,112.526430967473,"DOWN"
"TNFRSF10B",-2.59664434437059,4.79605420311498,-19.0957202268671,2.98868372299929e-54,3.46578579028438e-53,112.497073429674,"DOWN"
"RP11-342M1.3",-2.12345314317696,-1.65458258872569,-19.0686663918915,3.79092944966958e-54,4.38747070310875e-53,112.488518961288,"DOWN"
"C3orf52",-2.95942906961068,-1.08938941524181,-19.0610907723776,4.05195356401268e-54,4.68726967701653e-53,112.39935653512,"DOWN"
"TRIP6",-2.43927326517752,4.23855686275585,-19.0740633218848,3.61530013887484e-54,4.18625843768487e-53,112.306393628298,"DOWN"
"GPR68",3.78568830749275,1.888672425272,19.0503479796579,4.45322970902843e-54,5.14641495085025e-53,112.241070864321,"UP"
"MYL12BP2",-2.45331089234287,-5.29886607299685,-19.0321712441421,5.22479559791387e-54,6.03512506209572e-53,112.226981745267,"DOWN"
"EML5",2.2293603808075,5.16534074308885,19.0587696593508,4.13547259563762e-54,4.78153882908355e-53,112.182274808969,"UP"
"DCLK3",4.92066901538578,-1.23836511287424,19.031706344681,5.24619280501098e-54,6.05687467899138e-53,112.180903154825,"UP"
"RIMKLBP2",-2.39371227005034,-2.98137841928888,-19.0088618275271,6.41308430634192e-54,7.39684203098713e-53,111.995127743121,"DOWN"
"ZNF157",2.79512627979204,-2.05937176617212,19.0083176236986,6.44384197463118e-54,7.42868527153596e-53,111.986461456064,"UP"
"RP11-359E7.3",3.49337297503604,-3.19264291407187,19.0049468106917,6.63767155984947e-54,7.64093504549387e-53,111.976649874106,"UP"
"RP11-428K3.1",-2.77603859754426,-3.80430821762846,-19.0052350043445,6.62087415534452e-54,7.62532024912652e-53,111.975421424982,"DOWN"
"KIAA1324L",2.457801578331,3.92803348964901,19.0263961615367,5.49690572049266e-54,6.34322481552154e-53,111.930979371984,"UP"
"GAS6-AS2",2.1331148689714,0.795552863082786,19.0077794654139,6.47440309386169e-54,7.46027092207698e-53,111.893059712291,"UP"
"RP11-799B12.4",-3.03864461664215,-2.83261966284212,-18.989789884497,7.58389373419502e-54,8.72591714675405e-53,111.821075968813,"DOWN"
"HOXC4",2.25761386485402,2.9127779827029,18.9875456413348,7.7350329498454e-54,8.89547645967838e-53,111.621940662642,"UP"
"SPRED3",3.56245639457371,1.85899439529338,18.9740725534774,8.70788354581254e-54,9.99965185954627e-53,111.569061925272,"UP"
"AC005104.3",-2.09956726140588,-2.57640649291382,-18.9591688062191,9.92727032331026e-54,1.13722450274851e-52,111.552694045696,"DOWN"
"DOK4",1.97483207330465,4.89506985476462,18.9856449565364,7.8653896149678e-54,9.04098171775076e-53,111.538843300426,"UP"
"CCDC18",-1.64454995661521,0.584282167198444,-18.970179646841,9.01112944746955e-54,1.03378166477366e-52,111.538483999153,"DOWN"
"OLA1P1",2.06308594863754,-1.77796064858625,18.955784988608,1.02271142967648e-53,1.17043641396308e-52,111.519228061028,"UP"
"OMD",-3.89423965601081,-0.526243906413308,-18.9619963755173,9.68347235103992e-54,1.10983509399407e-52,111.506644292467,"DOWN"
"TRIM2",1.89252135815156,6.23573119488362,18.9788297026187,8.35114217937049e-54,9.59466101241168e-53,111.478278261551,"UP"
"PCDHAC1",4.48920345807968,0.734080203393785,18.9567532622687,1.01404008115356e-53,1.16107589292083e-52,111.475603662989,"UP"
