"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"REG1B",-4.05552670960875,-4.07297077836914,-12.8234928721441,3.83922534648244e-31,3.06474971529395e-30,59.8845242616488,"DOWN"
"NBR1",0.825393538624841,6.56699669707512,12.8943291602,2.05904663846516e-31,1.66854267475212e-30,59.8777848890714,"NOT"
"SQSTM1",1.38665809189297,9.13797637081688,12.883287405541,2.26922252080227e-31,1.83193090694767e-30,59.8626064420863,"UP"
"CHD4",0.629910221012604,6.60928317949907,12.8920933365255,2.09997632558404e-31,1.69820727008551e-30,59.8582073872518,"NOT"
"SMIM15",0.624529293387881,4.99877482920295,12.8868602273238,2.19897411191578e-31,1.77643648869742e-30,59.8403995467413,"NOT"
"AC084219.3",-2.41822927364023,-3.40915790171644,-12.8166199014068,4.07820420082788e-31,3.25331667093454e-30,59.8382078822277,"DOWN"
"TRAM1",0.916956951899695,7.24942410255033,12.884837505747,2.23847397780026e-31,1.80772686120882e-30,59.8076378721955,"NOT"
"RAB33B",-1.11042010943338,3.4309739408776,-12.870712134365,2.53474986354069e-31,2.04488906684615e-30,59.7664802128468,"DOWN"
"RP11-700H6.4",-2.46495879785963,-3.24475444326547,-12.8069307639904,4.44049782879842e-31,3.53754157885316e-30,59.7496882150464,"DOWN"
"CNDP1",-4.08256731606964,1.64014117950401,-12.8487390584139,3.0751682170034e-31,2.47072053099595e-30,59.7268421850291,"DOWN"
"NELFE",1.29267236355932,4.9650725006047,12.8687148353582,2.57968420617326e-31,2.07971599836259e-30,59.717741807586,"UP"
"RP5-908M14.10",-1.98450683338107,-2.21137702460592,-12.8025028318146,4.61657959441588e-31,3.67533369737135e-30,59.6905091804756,"DOWN"
"LINC01268",-1.73821924183081,0.667573362029566,-12.8239518104593,3.82377426818776e-31,3.0534495536582e-30,59.6867152640572,"DOWN"
"WAC-AS1",1.02581485146615,3.23207488723602,12.8434991708981,3.22015709117477e-31,2.58456803235488e-30,59.6788992729831,"UP"
"HIST4H4",-1.49492790498788,-2.40835837847816,-12.798730508926,4.7720699288669e-31,3.79655769264865e-30,59.6727606176353,"DOWN"
"KCTD9P4",-2.62018439114663,-4.19335201961119,-12.7965192122107,4.86563252545088e-31,3.86968810804499e-30,59.6692533601844,"DOWN"
"ARL17A",-1.08194389725568,2.17548767530663,-12.839772782231,3.32739458527467e-31,2.66610035889463e-30,59.6657569309364,"DOWN"
"GYPA",-2.45389314839068,-5.34148749723888,-12.7891426349938,5.19117007525209e-31,4.12441699305418e-30,59.6012795670923,"DOWN"
"FLAD1",0.996931756437449,4.84381914618132,12.8547501185447,2.91683938811306e-31,2.34431145230103e-30,59.5883146135017,"NOT"
"RHAG",-2.40881952699345,-5.19462360216639,-12.7872598545636,5.27768108893354e-31,4.1903259113988e-30,59.5857873183265,"DOWN"
"RP11-481J2.4",-1.1969166195415,-0.841785178458118,-12.7932234523351,5.00848440953395e-31,3.98195625584971e-30,59.5573410022234,"DOWN"
