"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"TRIM34",-0.608372111373854,2.6137074138106,-7.57091240038013,1.75211927032507e-13,3.34295972252311e-13,19.0411872370791,"NOT"
"ZFAND6",0.491237271573453,5.5959166535716,7.61272355784709,1.31113107435685e-13,2.51324842250868e-13,19.040948194236,"NOT"
"CTA-212D2.2",1.41538607546614,-3.41632310292414,7.49990446143969,2.85884902654333e-13,5.41794455526651e-13,19.0378090087597,"UP"
"DNAJC25",-0.467760599091399,3.00794066446937,-7.57516600036213,1.70128810129523e-13,3.2475760756401e-13,19.0277022754902,"NOT"
"LSG1",0.534587229839079,5.49409405199409,7.60707276566099,1.36362481315828e-13,2.61220913829912e-13,19.0143344263054,"NOT"
"CTD-2587H24.14",-0.712393204736835,1.1358393112103,-7.54110256881978,2.15285092312282e-13,4.0960066124706e-13,19.0139002756318,"NOT"
"ANKRD30A",-0.882157720647703,-6.54586611625377,-7.49642621003479,2.92797277861676e-13,5.54778097518049e-13,19.0123764168404,"NOT"
"LINC00640",-1.12417157746442,-5.64900194614838,-7.49570041649099,2.9426028410802e-13,5.57511168604937e-13,19.0119038260834,"DOWN"
"FMO2",-2.02979456734601,0.703937246369945,-7.54587176424375,2.08315324678897e-13,3.96562637459223e-13,19.0013823708512,"DOWN"
"RP11-583F24.3",-0.719729533334718,-6.72068088031857,-7.49458595994531,2.96520760024219e-13,5.61715402863095e-13,18.9983914724478,"NOT"
"EIF4E1B",1.90648619845697,-3.85564145519006,7.49373625453128,2.98255720181125e-13,5.64962557503714e-13,18.9956045832905,"UP"
"DAAM2",-1.00838378210976,4.48527173751793,-7.60022345173956,1.4300351791944e-13,2.73672010858463e-13,18.9596130097181,"DOWN"
"RP11-115L11.1",-1.37564830530768,-3.98416113739036,-7.48799230625423,3.1024905367692e-13,5.87270288577019e-13,18.9548760467408,"DOWN"
"C2CD5",-0.55763445794329,5.17595178859769,-7.60242521988453,1.40834667656949e-13,2.69635584317152e-13,18.944116969706,"NOT"
"CCDC42B",1.81639536336744,-0.332781663816425,7.49276787009614,3.00245197933083e-13,5.68611889240133e-13,18.9339612653837,"UP"
"RB1",0.821298139964061,5.16300273558444,7.58529642418194,1.58600633168812e-13,3.03114363913213e-13,18.9249431728667,"NOT"
"GPBP1L1",0.401534042681893,6.60028467401821,7.60406462629129,1.39240857523674e-13,2.66640636331534e-13,18.9150635060466,"NOT"
"ZNF878",-1.17921346114161,-2.02152418565902,-7.49093984431417,3.04036442274029e-13,5.75711413810131e-13,18.9068704032993,"DOWN"
"AC016757.3",-1.29305075853625,-0.78286905723813,-7.50440920894233,2.7717101798147e-13,5.25500744021932e-13,18.9055125685772,"DOWN"
"NSMCE4A",-0.4845381169497,4.71762051155946,-7.58999738837859,1.53515962075999e-13,2.93541488384546e-13,18.9018328371293,"NOT"
"BCL6",-0.717594042359826,6.54199430505173,-7.60466258726158,1.38663962734635e-13,2.65554662545838e-13,18.896930644613,"NOT"
"RP11-241F15.1",-1.41374421250949,-4.99605684353118,-7.47584315625212,3.37203165477948e-13,6.3766842592161e-13,18.877383868039,"DOWN"
"RP3-465N24.5",-1.79390550103997,-3.34365743959037,-7.47896823606437,3.30057201741211e-13,6.24242124423279e-13,18.873688692393,"DOWN"
"STARD4",-0.780461766637958,2.93687166288781,-7.55563176453909,1.94737690374158e-13,3.7102798745075e-13,18.8732766043266,"NOT"
"HLA-DRB5",3.12884690393452,4.31801588913928,7.52731501868927,2.36752565918184e-13,4.49781764920033e-13,18.8694129236696,"UP"
"CBX3P2",-0.851960537823424,-0.608006930137965,-7.49710211569361,2.91441276838645e-13,5.52286006685492e-13,18.8644149704202,"NOT"
"RAPGEF5",0.883858095505594,4.03741305863514,7.55260476003509,1.98852659000364e-13,3.78735039748358e-13,18.8603715661996,"NOT"
"CTB-134H23.3",-1.59952852397672,-2.55043739753335,-7.48176114815246,3.23797146376214e-13,6.12573318857855e-13,18.8598295203597,"DOWN"
"IGLV7-46",2.53677298658997,-2.54636651254968,7.47421472616767,3.40986988597885e-13,6.44688928512263e-13,18.8571102741349,"UP"
"MFAP2",1.72035385471566,5.93358142222601,7.57630792989232,1.68789111845978e-13,3.22222954539372e-13,18.8570897518836,"UP"
"C9orf114",-0.436196769248338,4.92241329803653,-7.585643314068,1.58219824530893e-13,3.02407887393837e-13,18.856300726605,"NOT"
"RP11-419I17.1",-1.23913059194244,-2.45001858583014,-7.47993785165938,3.27870504728348e-13,6.20192920128025e-13,18.8560401215278,"DOWN"
"SP1",0.398367862901678,6.81842907042417,7.59608611955725,1.47168403661192e-13,2.81523302057591e-13,18.852303611231,"NOT"
"RPL22",-0.597380066335065,8.7500285552882,-7.59886885724481,1.44354180551195e-13,2.76217837751712e-13,18.8520805377405,"NOT"
"ZC3H12A",1.13568989196062,3.875337736824,7.54379570603627,2.11321547547172e-13,4.02172525417587e-13,18.849551504492,"UP"
"LRTOMT",0.688051034262993,3.76388798633584,7.54765206353524,2.05770962559536e-13,3.91801554667753e-13,18.8476354659829,"NOT"
"SLC39A5",-1.45915331319803,-2.32937017237202,-7.48008492649375,3.27540067358079e-13,6.19611101466106e-13,18.8409848333437,"DOWN"
"HIST1H4B",1.46790398546506,-3.82371856287488,7.47056071206498,3.4963032926229e-13,6.60754042029779e-13,18.8408676493362,"UP"
"HOTAIRM1_5",-1.07896462804291,-6.2905722977711,-7.47030235732426,3.50249554922276e-13,6.61878158015805e-13,18.8387603873283,"DOWN"
